OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240108:1030:QFR,2024-01-08,10:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729505,,,,Magnesium,"Unfiltered, field",8.22,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-01-29,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240125:1145:SR,2024-01-25,11:45:00,EST,31ORWUNT_WQX-OR374.2M,STORET-1046627057,,,as SO4,Sulfate,Total,43,mg/L,RPDX,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4015410-03, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,D516,ASTM,Sulfate in Water by Turbidimeter,,,https://www.nemi.gov/methods/method_summary/4758/,"Pace Analytical Services, LLC",2024-02-05,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240125:0405:SRR,2024-01-25,04:05:00,EST,31ORWUNT_WQX-OR4495M,STORET-1046728986,,,,Chromium,"Unfiltered, field",1.67,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-02-09,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240313:1430:SRR,2024-03-13,14:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046729040,,Between Inst Detect and Quant Limit,,Antimony,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,Lab qualifier Q1: LFB spk biased high 118% (acceptable range 85-115%),,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-05-17,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR4495M%3A20240313%3A1430%3ASRR/results/1046729040/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240108:1030:QFB,2024-01-08,10:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729442,,Not Detected,as CaCO3,"Hardness, Ca, Mg","Filtered, field",,,U,Final,,Calculated,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-01-31,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240108%3A1030%3AQFB/results/1046729442/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240327:1045:FM,2024-03-27,10:45:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1046628007,,,,pH,,8.42,None,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4034990-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-03-27,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240306:1430:SRR,2024-03-06,14:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046729164,,Between Inst Detect and Quant Limit,,Antimony,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-05-06,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240306%3A1430%3ASRR/results/1046729164/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240306:1430:SR,2024-03-06,14:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627216,,Not Detected,,"Biochemical oxygen demand, standard conditions",Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,,,https://www.nemi.gov/methods/method_summary/5715/,"Pace Analytical Services, LLC",2024-03-13,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR544.8M%3A20240306%3A1430%3ASR/results/1046627216/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:1330:FM,2024-01-08,13:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627172,,,,pH,,7.47,None,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4013463-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-01-08,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240108:1030:SRR,2024-01-08,10:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729491,,Not Detected,,Beryllium,"Unfiltered, field",,,U,Final,,Actual,,,,,,,,,,LF based on DCLS 'T' qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-01-26,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240108%3A1030%3ASRR/results/1046729491/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240327:1045:SR,2024-03-27,10:45:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1046628015,,,as CaCO3,"Hardness, carbonate",,211,mg/L,D,Final,,Calculated,,,,,,,,,,"PACE Lab ID is 4034990-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,2340B,APHA,2340 B ~ Hardness by Calculation,,,https://www.nemi.gov/methods/method_summary/4679/,"Pace Analytical Services, LLC",2024-04-04,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240313:1430:SRR,2024-03-13,14:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046729022,,,,Sodium,"Unfiltered, field",13.3,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-05-30,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240125:1145:QFR,2024-01-25,11:45:00,EST,31ORWUNT_WQX-OR374.2M,STORET-1046627029,,Not Detected,,Bromide,Total,,,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4015410-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,,https://www.nemi.gov/methods/method_summary/4680/,"Pace Analytical Services, LLC",2024-02-09,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240125%3A1145%3AQFR/results/1046627029/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240125:0405:SRR,2024-01-25,04:05:00,EST,31ORWUNT_WQX-OR4495M,STORET-1046728970,,,,Manganese,"Unfiltered, field",148,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-02-09,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_NBKC_202401110001^01,2024-01-11,11:38:00,EST,11NPSWRD_WQX-ABLI_NBKC,STORET-1056172942,,,,"Temperature, water",,6.2,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240306:1430:QFR,2024-03-06,14:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627203,,,as N,Nitrate + Nitrite,Total,0.65,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4032628-03, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4702/,"Pace Analytical Services, LLC",2024-03-08,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240327:0830:SR,2024-03-27,08:30:00,EDT,31ORWUNT_WQX-KY4.1M,STORET-1046626500,,,as Cl,Chloride,Total,10.7,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4034990-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-CL-(E),APHA,4500 CL E  ~ Chloride in Water by Colorimetry- Automated Ferricyanide Method,,DATA,https://www.nemi.gov/methods/method_summary/9720/,"Pace Analytical Services, LLC",2024-03-29,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240125:1145:QFR,2024-01-25,11:45:00,EST,31ORWUNT_WQX-OR374.2M,STORET-1046627028,,Not Detected,,"Biochemical oxygen demand, standard conditions",Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,,,https://www.nemi.gov/methods/method_summary/5715/,"Pace Analytical Services, LLC",2024-02-01,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR374.2M%3A20240125%3A1145%3AQFR/results/1046627028/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240125:0405:SFST,2024-01-25,04:05:00,EST,31ORWUNT_WQX-OR4495M,STORET-1046728948,,Between Inst Detect and Quant Limit,,Zinc,"Filtered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-03-19,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR4495M%3A20240125%3A0405%3ASFST/results/1046728948/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240125:0405:SRR,2024-01-25,04:05:00,EST,31ORWUNT_WQX-OR4495M,STORET-1046728973,,,,Potassium,"Unfiltered, field",2.55,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-02-12,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240125:0405:SFST,2024-01-25,04:05:00,EST,31ORWUNT_WQX-OR4495M,STORET-1046728954,,Between Inst Detect and Quant Limit,,Nickel,"Filtered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-03-19,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR4495M%3A20240125%3A0405%3ASFST/results/1046728954/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240125:1145:SR,2024-01-25,11:45:00,EST,31ORWUNT_WQX-OR374.2M,STORET-1046627049,,,as N,Nitrate + Nitrite,Total,1.23,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4015410-03, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4702/,"Pace Analytical Services, LLC",2024-01-30,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-SA0.8M:20240327:1045:FM,2024-03-27,10:45:00,EDT,31ORWUNT_WQX-SA0.8M,STORET-1046628006,,,as O2,Dissolved oxygen (DO),,11.66,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4034990-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-03-27,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:1330:SR,2024-01-08,13:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627191,,,as N,"Total Nitrogen, mixed forms",Total,1.25,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.1,USEPA,Total Kjeldahl Nitrogen by Colorimetry,,,https://www.nemi.gov/methods/method_summary/4872/,"Pace Analytical Services, LLC",2024-01-23,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:1330:FM,2024-01-08,13:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627171,,,as O2,Dissolved oxygen (DO),,10.98,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4013463-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-01-08,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-LR-4.5M:20240312:1415:FM,2024-03-12,14:15:00,EDT,31ORWUNT_WQX-LR-4.5M,STORET-1046626645,,,,Turbidity,,36.84,NTU,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4033474-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-03-12,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240327:0830:FM,2024-03-27,08:30:00,EDT,31ORWUNT_WQX-KY4.1M,STORET-1046626492,,,as O2,Dissolved oxygen (DO),,10.41,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4034990-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-03-27,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240313:1105:FM,2024-03-13,11:05:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046627064,,,,"Temperature, water",,11.6,deg C,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4033622-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-03-13,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-IN604BHAB:OH-MLD531.5:20240214:1140:SR:WB:P,2024-02-14,11:40:00,EST,31ORWUNT_WQX-OH-MLD531.5,STORET-1047027397,,,as P,Phosphorus,Total,0.068,mg/L,RIN,Final,,Actual,,,,,,,,,,[C6] Quantitative confirmation performed. Sample ran twice.,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,,2024-02-21,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-IN604BHAB%3AOH-MLD531.5%3A20240214%3A1140%3ASR%3AWB%3AP/results/1047027397/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240313:1430:SO,2024-03-13,14:30:00,EDT,31ORWUNT_WQX-OR4495M,STORET-1046728994,,,,Volatile suspended solids,Unfiltered,12,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-3767-85,USDOI/USGS,"Solids, volatile-on-ignition, suspended, gravimetric",,,,Virginia Division of Consolidated Lab Service,2024-03-16,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240306:1130:SFST,2024-03-06,11:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729543,,,,Manganese,"Filtered, field",7.78,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-04-24,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-KY4.1M:20240327:0830:SR,2024-03-27,08:30:00,EDT,31ORWUNT_WQX-KY4.1M,STORET-1046626513,,,,Total suspended solids,Total,5.8,mg/L,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4034990-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,2540-D,APHA,2540 D ~ Total Suspended Solids in Water,,,https://www.nemi.gov/methods/method_summary/9819/,"Pace Analytical Services, LLC",2024-03-29,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240306:1130:SRR,2024-03-06,11:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046729576,,,,Copper,"Unfiltered, field",2.07,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-05-06,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:1330:SR,2024-01-08,13:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046627180,,,as CaCO3,"Hardness, carbonate",,104,mg/L,D,Final,,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340B,APHA,2340 B ~ Hardness by Calculation,,,https://www.nemi.gov/methods/method_summary/4679/,"Pace Analytical Services, LLC",2024-01-17,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR640M:20240306:1130:SR,2024-03-06,11:30:00,EST,31ORWUNT_WQX-OR640M,STORET-1046627358,,Not Detected,,Phenols,Total,,,U,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4032628-01, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,420.4,USEPA,Total Recoverable Phenolics in Water,,,https://www.nemi.gov/methods/method_summary/9630/,"Pace Analytical Services, LLC",2024-03-13,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR640M%3A20240306%3A1130%3ASR/results/1046627358/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-LR-4.5M:20240108:1205:FM,2024-01-08,12:05:00,EST,31ORWUNT_WQX-LR-4.5M,STORET-1046626621,,,,Specific conductance,,334.7,umho/cm,,Final,,Actual,,,,,,,,,,"PACE Lab ID is 4013467-02, User Supplied Activity ID changed to conform with Activity ID",,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,YSI,Direct Measurement Method,,,,"Pace Analytical Services, LLC",2024-01-08,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR374.2M:20240313:1105:SFST,2024-03-13,11:05:00,EDT,31ORWUNT_WQX-OR374.2M,STORET-1046728815,,,,Manganese,"Filtered, field",5.78,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-04-24,,,,,,,,,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR4495M:20240125:0405:SRR,2024-01-25,04:05:00,EST,31ORWUNT_WQX-OR4495M,STORET-1046728981,,Between Inst Detect and Quant Limit,,Thallium,"Unfiltered, field",,,EST,Accepted,,Actual,,,,,,,,,,LF based on DCLS QQ qualifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,,,https://www.nemi.gov/methods/method_summary/4665/,Virginia Division of Consolidated Lab Service,2024-02-09,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/31ORWUNT_WQX/activities/31ORWUNT_WQX-OR4495M%3A20240125%3A0405%3ASRR/results/1046728981/resdetectqntlmts,,,,,,STORET
31ORWUNT_WQX,Ohio River Valley Water Sanitation Commission (ORSANCO),31ORWUNT_WQX-OR544.8M:20240108:0130:SFST,2024-01-08,01:30:00,EST,31ORWUNT_WQX-OR544.8M,STORET-1046729103,,,,Sodium,"Filtered, field",16.5,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,,,https://www.nemi.gov/methods/method_summary/4690/,Virginia Division of Consolidated Lab Service,2024-01-31,,,,,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-ABLI_HSSS_202403140001^01,2024-03-14,10:36:00,EDT,11NPSWRD_WQX-ABLI_HSSS,STORET-1056172799,,,,"Temperature, water",,13.9,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
